Full name,Session,Mouse,Date,Session type,Cohort,Timing of ABA,ABA phenotype,Learnt R1 within 20 sessions?,Resistant rats to exclude,Non-learners to exclude,Sessions to exclude,Sessions post-criterion,Sessions to exclude for time spent in arena,Grooming (total duration in secs),Inactive (total duration in secs),Investigating (total duration in secs),Locomote (total duration in secs),Rearing (total duration in secs),Rotate body (total duration in secs),Grooming (bout frequency),Inactive (bout frequency),Investigating (bout frequency),Locomote (bout frequency),Rearing (bout frequency),Rotate body (bout frequency)
Red 0 Session 4 (2022-02-20),Session 4,Red 0,2022-02-20,R1,Cohort 1,After ABA,Susceptible,No,,,,,,25.800000000000004,438.99999999999983,152.03333333333325,25.03333333333333,72.96666666666664,50.36666666666667,12,90,78,25,32,38
Red 0 Session 4 (2022-02-22),Session 4,Red 0,2022-02-22,R1,Cohort 1,After ABA,Susceptible,No,,,,,,4.066666666666666,244.73333333333332,165.39999999999995,32.96666666666666,69.83333333333333,43.500000000000014,3,48,78,34,42,50
Red 0 Session 4 (2022-03-20),Session 4,Red 0,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,1.7333333333333334,65.46666666666668,87.6666666666667,49.999999999999986,20.133333333333336,70.30000000000003,2,43,58,39,13,64
Red 0 Session 4 (2022-03-22),Session 4,Red 0,2022-03-22,R1,Cohort 2,After ABA,Susceptible,No,,,,,,10.4,646.4666666666668,363.16666666666674,106.76666666666668,64.06666666666666,138.53333333333336,6,175,186,87,43,133
Red 0 Session 4 (2022-03-24),Session 4,Red 0,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,Exclude,3.9000000000000004,255.1333333333334,145.99999999999994,40.76666666666666,8.0,51.4,2,81,86,26,7,46
Red 0 Session 5 (2021-08-16),Session 5,Red 0,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,0.0,40.83333333333333,315.83333333333326,71.30000000000001,38.06666666666667,83.86666666666666,0,24,63,58,33,79
Red 0 Session 5 (2021-11-04),Session 5,Red 0,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,47.73333333333333,218.2333333333333,55.33333333333335,9.566666666666666,77.5333333333333,0,22,54,57,8,65
Red 0 Session 5 (2021-11-06),Session 5,Red 0,2021-11-06,R1,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,169.69999999999996,145.60000000000005,67.56666666666669,68.49999999999999,127.43333333333341,0,69,87,78,51,108
Red 0 Session 5 (2022-02-20),Session 5,Red 0,2022-02-20,R1,Cohort 1,After ABA,Susceptible,No,,,,,,49.06666666666668,560.3000000000002,202.93333333333337,29.03333333333333,79.73333333333332,46.43333333333334,23,120,76,25,35,38
Red 0 Session 5 (2022-03-20),Session 5,Red 0,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,4.633333333333334,294.4666666666667,185.3333333333333,93.33333333333334,59.30000000000001,103.3333333333334,3,108,106,79,32,109
Red 0 Session 6 (2022-02-20),Session 6,Red 0,2022-02-20,R1,Cohort 1,After ABA,Susceptible,No,,,,,,19.366666666666667,438.59999999999997,252.6666666666666,26.200000000000003,39.3,44.666666666666664,8,70,68,23,19,31
Red 1 Session 1 (2021-08-16),Session 1,Red 1,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,,Exclude,1.9,90.76666666666667,412.5,82.16666666666667,50.46666666666668,81.5,1,56,98,83,48,88
Red 1 Session 1 (2021-09-21),Session 1,Red 1,2021-09-21,PD,Cohort 2,Before ABA,Susceptible,Yes,,,,,,18.133333333333333,410.8999999999999,346.73333333333346,89.5333333333333,154.26666666666665,202.33333333333323,12,114,141,90,75,152
Red 1 Session 1 (2021-09-26),Session 1,Red 1,2021-09-26,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,77.1333333333333,644.2333333333336,421.90000000000026,147.26666666666665,177.79999999999995,258.3666666666667,39,180,207,130,112,199
Red 1 Session 1 (2021-09-28),Session 1,Red 1,2021-09-28,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,34.9,751.6333333333334,487.7999999999999,100.73333333333333,152.89999999999998,243.1333333333334,17,210,218,89,85,166
Red 1 Session 1 (2021-11-04),Session 1,Red 1,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.9666666666666667,137.40000000000003,274.7333333333333,81.86666666666666,61.7,100.93333333333337,1,59,84,84,46,97
Red 1 Session 1 (2021-11-06),Session 1,Red 1,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,2.9666666666666663,437.0666666666666,189.26666666666674,62.33333333333334,158.40000000000003,116.66666666666666,2,97,94,63,73,94
Red 1 Session 1 (2021-11-08),Session 1,Red 1,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,Exclude,60.46666666666666,759.0333333333338,255.83333333333331,33.766666666666666,199.03333333333333,107.6666666666667,22,148,92,36,80,89
Red 1 Session 1 (2022-02-18),Session 1,Red 1,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,524.5,739.1,324.3000000000002,43.433333333333316,82.03333333333333,63.533333333333346,36,142,128,57,56,76
Red 1 Session 1 (2022-02-20),Session 1,Red 1,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,,,18.099999999999998,967.9666666666661,414.3333333333334,122.66666666666667,126.7333333333333,122.90000000000002,13,201,221,115,93,140
Red 1 Session 1 (2022-02-22),Session 1,Red 1,2022-02-22,R1,Cohort 1,After ABA,Susceptible,No,,,,,,64.7,1135.833333333334,208.50000000000009,35.93333333333334,45.0,82.53333333333335,34,151,91,34,22,69
Red 1 Session 1 (2022-02-24),Session 1,Red 1,2022-02-24,R1,Cohort 1,After ABA,Susceptible,No,,,,,,26.666666666666664,1083.0666666666664,181.59999999999997,31.3,100.03333333333333,53.23333333333332,15,129,76,29,50,66
Red 1 Session 1 (2022-02-26),Session 1,Red 1,2022-02-26,R1,Cohort 1,After ABA,Susceptible,No,,,,,,10.466666666666669,267.53333333333336,420.13333333333327,145.9666666666666,126.69999999999996,132.60000000000005,9,98,169,129,70,147
Red 1 Session 1 (2022-03-20),Session 1,Red 1,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,,,25.53333333333334,420.8333333333333,178.7,10.133333333333333,30.633333333333333,72.96666666666667,20,78,57,11,17,41
Red 1 Session 1 (2022-03-22),Session 1,Red 1,2022-03-22,PD,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,0.0,129.09999999999997,148.36666666666665,63.866666666666674,13.733333333333333,63.333333333333336,0,52,93,61,6,70
Red 1 Session 1 (2022-03-24),Session 1,Red 1,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,1.4333333333333333,191.56666666666666,84.50000000000001,20.566666666666674,49.300000000000004,27.333333333333332,1,38,36,19,25,21
Red 1 Session 1 (2022-03-26),Session 1,Red 1,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,0.0,496.3333333333333,112.23333333333333,3.6333333333333337,21.133333333333333,13.066666666666668,0,19,18,3,10,8
Red 1 Session 2 (2021-08-16),Session 2,Red 1,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,,,0.0,48.099999999999994,368.53333333333336,73.3333333333333,34.3,74.93333333333334,0,29,71,74,34,71
Red 1 Session 2 (2021-09-26),Session 2,Red 1,2021-09-26,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,100.86666666666666,624.6333333333331,455.90000000000003,146.39999999999998,166.4666666666666,247.7333333333333,54,215,214,137,104,177
Red 1 Session 2 (2021-09-28),Session 2,Red 1,2021-09-28,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,25.6,520.6666666666666,333.16666666666674,99.76666666666668,92.13333333333331,172.96666666666675,10,137,171,96,51,139
Red 1 Session 2 (2021-11-04),Session 2,Red 1,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,2.433333333333333,67.2,251.63333333333335,71.7,36.13333333333334,76.40000000000002,2,47,83,67,31,87
Red 1 Session 2 (2021-11-06),Session 2,Red 1,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,Exclude,,,6.066666666666666,438.8333333333334,425.23333333333346,104.1333333333333,200.90000000000006,235.83333333333337,7,160,215,121,119,199
Red 1 Session 2 (2021-11-08),Session 2,Red 1,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,1.0666666666666667,93.16666666666666,153.73333333333332,44.0,40.0,64.83333333333334,1,47,50,46,30,67
Red 1 Session 2 (2022-02-18),Session 2,Red 1,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,61.36666666666665,762.0666666666672,622.0000000000001,157.5333333333333,49.3,192.03333333333336,27,233,293,155,35,182
Red 1 Session 2 (2022-02-20),Session 2,Red 1,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,,,9.8,257.19999999999993,247.59999999999997,127.86666666666666,44.53333333333334,94.00000000000003,5,84,137,99,29,94
Red 1 Session 2 (2022-03-20),Session 2,Red 1,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,,,23.333333333333332,663.7000000000002,482.8333333333334,113.19999999999999,58.300000000000004,192.13333333333327,22,240,262,121,34,170
Red 1 Session 2 (2022-03-22),Session 2,Red 1,2022-03-22,PD,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,2.3000000000000003,183.19999999999993,160.9,82.4,15.633333333333333,82.56666666666668,1,55,92,74,10,79
Red 1 Session 2 (2022-03-26),Session 2,Red 1,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,3.6,56.3,35.63333333333333,3.2,35.2,14.266666666666667,4,24,21,3,16,13
Red 1 Session 3 (2021-08-16),Session 3,Red 1,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,,,5.2,29.16666666666667,256.59999999999997,66.46666666666667,21.466666666666665,50.10000000000001,2,23,57,67,28,63
Red 1 Session 3 (2021-09-28),Session 3,Red 1,2021-09-28,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,31.799999999999994,667.5666666666666,401.1333333333335,104.53333333333337,114.93333333333338,213.83333333333334,18,156,185,98,63,150
Red 1 Session 3 (2021-11-04),Session 3,Red 1,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,Exclude,,1.8333333333333333,51.06666666666668,240.70000000000002,59.666666666666664,25.666666666666668,55.26666666666665,1,30,62,54,26,67
Red 1 Session 3 (2021-11-06),Session 3,Red 1,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,Exclude,,,4.733333333333333,219.90000000000006,193.16666666666663,33.966666666666676,94.26666666666668,96.96666666666667,3,72,91,33,40,73
Red 1 Session 3 (2021-11-08),Session 3,Red 1,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,10.7,228.96666666666678,636.5666666666667,143.99999999999997,176.1,180.76666666666665,6,134,186,156,101,203
Red 1 Session 3 (2022-02-20),Session 3,Red 1,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,,,10.966666666666665,213.8333333333333,240.26666666666648,104.39999999999996,30.699999999999996,97.43333333333337,9,92,160,109,31,120
Red 1 Session 3 (2022-02-24),Session 3,Red 1,2022-02-24,R1,Cohort 1,After ABA,Susceptible,No,,,,,,44.8,727.6999999999999,222.20000000000007,25.26666666666667,78.23333333333332,76.6,22,130,98,26,51,48
Red 1 Session 3 (2022-03-20),Session 3,Red 1,2022-03-20,PD,Cohort 2,After ABA,Susceptible,No,,,,,,30.299999999999997,798.6000000000005,568.8333333333333,142.2,55.500000000000014,222.7666666666668,22,272,289,155,42,207
Red 1 Session 3 (2022-03-22),Session 3,Red 1,2022-03-22,PD,Cohort 2,After ABA,Susceptible,No,,,,,,1.3,173.86666666666667,192.7,106.66666666666666,19.0,93.06666666666662,1,65,108,78,12,90
Red 1 Session 3 (2022-03-24),Session 3,Red 1,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,1.3333333333333333,140.56666666666663,21.900000000000002,3.0999999999999996,34.6,11.200000000000001,1,20,14,4,12,6
Red 1 Session 3 (2022-03-26),Session 3,Red 1,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,24.733333333333338,243.6666666666667,212.46666666666673,17.599999999999998,128.70000000000002,38.433333333333344,15,60,63,19,43,30
Red 1 Session 4 (2021-08-16),Session 4,Red 1,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,Exclude,,2.8,67.73333333333335,267.4666666666666,73.83333333333331,30.099999999999998,90.2666666666667,2,26,62,71,34,78
Red 1 Session 4 (2021-09-28),Session 4,Red 1,2021-09-28,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,19.900000000000006,568.4333333333334,268.26666666666677,77.96666666666664,73.53333333333333,136.49999999999994,18,136,163,87,51,126
Red 1 Session 4 (2021-11-04),Session 4,Red 1,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,Exclude,,0.6000000000000001,91.09999999999997,199.63333333333327,56.633333333333326,42.63333333333333,48.199999999999996,1,36,65,57,32,61
Red 1 Session 4 (2021-11-06),Session 4,Red 1,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,Exclude,,Exclude,0.0,108.46666666666668,62.399999999999984,16.9,43.666666666666664,40.66666666666667,0,40,33,19,19,40
Red 1 Session 4 (2021-11-08),Session 4,Red 1,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.7333333333333334,86.06666666666666,423.86666666666673,162.83333333333317,153.50000000000003,202.29999999999998,2,70,134,175,95,218
Red 1 Session 4 (2022-02-20),Session 4,Red 1,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,Exclude,,8.8,135.16666666666663,197.0333333333334,75.23333333333335,10.966666666666667,59.29999999999999,3,49,90,61,12,72
Red 1 Session 4 (2022-02-26),Session 4,Red 1,2022-02-26,R1,Cohort 1,After ABA,Susceptible,No,,,,,,11.566666666666665,348.2333333333334,403.96666666666675,142.10000000000002,42.5,126.03333333333335,7,121,199,130,47,142
Red 1 Session 5 (2021-08-16),Session 5,Red 1,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,Exclude,,11.966666666666665,77.49999999999999,227.96666666666667,59.400000000000006,24.099999999999998,62.36666666666668,8,38,56,68,32,77
Red 1 Session 5 (2021-11-04),Session 5,Red 1,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,Exclude,,2.6666666666666665,58.499999999999986,219.29999999999993,70.13333333333334,33.133333333333326,54.96666666666666,2,38,66,66,29,76
Red 1 Session 5 (2021-11-08),Session 5,Red 1,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.5,253.49999999999986,423.16666666666646,138.53333333333336,175.26666666666668,212.5333333333333,1,116,116,148,81,177
Red 2 Session 1 (2021-08-13),Session 1,Red 2,2021-08-13,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,24.699999999999996,912.3666666666664,460.3666666666665,74.76666666666668,172.4666666666666,169.8333333333333,12,197,152,71,94,126
Red 2 Session 1 (2021-08-16),Session 1,Red 2,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,12.066666666666665,700.0999999999999,591.7,114.90000000000006,163.26666666666662,212.86666666666662,11,218,226,120,99,188
Red 2 Session 1 (2021-09-21),Session 1,Red 2,2021-09-21,PD,Cohort 2,Before ABA,Resistant,No,,,,Exclude,,1.8666666666666667,339.76666666666665,251.73333333333335,43.73333333333331,64.9,131.5,2,91,113,47,36,86
Red 2 Session 1 (2021-09-26),Session 1,Red 2,2021-09-26,R1,Cohort 2,Before ABA,Resistant,No,,,,,,34.86666666666666,433.93333333333345,130.5,8.033333333333333,17.599999999999998,62.86666666666666,12,67,45,6,12,43
Red 2 Session 1 (2021-09-28),Session 1,Red 2,2021-09-28,R1,Cohort 2,Before ABA,Resistant,No,,,,,Exclude,779.5666666666666,428.56666666666655,273.5666666666667,17.400000000000002,20.266666666666666,60.73333333333335,44,95,58,15,15,40
Red 2 Session 1 (2021-11-04),Session 1,Red 2,2021-11-04,PD,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,10.899999999999999,330.03333333333336,313.59999999999997,142.7666666666666,91.33333333333334,156.26666666666668,6,119,137,131,63,142
Red 2 Session 1 (2021-11-06),Session 1,Red 2,2021-11-06,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,1.2666666666666666,378.0999999999999,168.03333333333342,32.699999999999996,114.06666666666668,56.033333333333324,1,83,71,32,59,47
Red 2 Session 1 (2021-11-08),Session 1,Red 2,2021-11-08,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,1.6,618.6666666666666,76.63333333333337,27.2,104.63333333333333,70.06666666666666,1,74,55,24,56,65
Red 2 Session 1 (2022-02-18),Session 1,Red 2,2022-02-18,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,3.533333333333333,268.8666666666666,267.1666666666667,27.73333333333333,203.93333333333322,48.96666666666667,2,92,80,34,84,49
Red 2 Session 1 (2022-02-20),Session 1,Red 2,2022-02-20,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,18.733333333333334,263.0666666666667,813.5666666666663,95.16666666666666,232.6666666666668,163.39999999999998,14,104,250,115,104,173
Red 2 Session 1 (2022-02-22),Session 1,Red 2,2022-02-22,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,29.500000000000004,252.20000000000005,430.4000000000001,96.40000000000006,128.20000000000002,143.79999999999998,14,99,206,105,75,149
Red 2 Session 1 (2022-02-24),Session 1,Red 2,2022-02-24,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,12.666666666666668,503.6,958.8333333333335,35.99999999999999,232.06666666666666,57.23333333333335,8,66,125,36,99,59
Red 2 Session 1 (2022-02-26),Session 1,Red 2,2022-02-26,R2,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,0.0,321.1666666666666,1424.533333333333,13.433333333333332,64.76666666666667,20.1,0,63,77,14,26,19
Red 2 Session 1 (2022-03-20),Session 1,Red 2,2022-03-20,R1,Cohort 2,After ABA,Susceptible,No,,,,,,39.76666666666667,1073.9999999999998,177.6666666666667,31.933333333333334,63.30000000000001,48.03333333333335,27,114,76,27,35,43
Red 2 Session 1 (2022-03-22),Session 1,Red 2,2022-03-22,R1,Cohort 2,After ABA,Susceptible,No,,,,,,11.033333333333333,823.2333333333331,289.9333333333333,76.53333333333337,87.9,91.16666666666669,8,133,160,82,68,108
Red 2 Session 1 (2022-03-24),Session 1,Red 2,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,573.0,757.2666666666667,211.06666666666666,7.266666666666667,187.1,25.400000000000002,62,81,26,6,16,16
Red 2 Session 1 (2022-03-26),Session 1,Red 2,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,41.933333333333344,687.7666666666669,438.09999999999985,132.33333333333334,34.46666666666666,171.30000000000004,28,186,233,133,27,162
Red 2 Session 2 (2021-08-13),Session 2,Red 2,2021-08-13,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,57.39999999999999,810.9666666666666,398.9666666666667,58.93333333333335,119.06666666666663,142.56666666666672,26,189,159,64,84,127
Red 2 Session 2 (2021-08-16),Session 2,Red 2,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,4.300000000000001,128.46666666666667,278.2333333333334,81.10000000000001,48.766666666666666,108.33333333333331,4,59,74,77,42,89
Red 2 Session 2 (2021-09-21),Session 2,Red 2,2021-09-21,PD,Cohort 2,Before ABA,Resistant,No,,,,Exclude,,9.966666666666667,208.73333333333326,191.96666666666667,46.23333333333333,30.93333333333333,96.96666666666668,6,65,80,53,30,83
Red 2 Session 2 (2021-09-26),Session 2,Red 2,2021-09-26,R1,Cohort 2,Before ABA,Resistant,No,,,,,,9.866666666666667,284.66666666666663,202.80000000000007,22.266666666666662,34.7,79.30000000000001,5,85,82,18,22,47
Red 2 Session 2 (2021-09-28),Session 2,Red 2,2021-09-28,R1,Cohort 2,Before ABA,Resistant,No,,,,,,13.066666666666665,175.73333333333332,49.43333333333334,10.466666666666667,35.20000000000001,41.199999999999996,6,43,30,9,21,31
Red 2 Session 2 (2021-11-04),Session 2,Red 2,2021-11-04,PD,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,0.8666666666666667,130.06666666666666,136.13333333333335,50.166666666666686,23.700000000000003,79.16666666666666,1,49,75,60,26,73
Red 2 Session 2 (2021-11-06),Session 2,Red 2,2021-11-06,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,2.4333333333333336,595.0,258.06666666666666,75.03333333333337,115.76666666666664,149.39999999999995,2,152,116,61,75,107
Red 2 Session 2 (2021-11-08),Session 2,Red 2,2021-11-08,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,4.733333333333333,227.39999999999998,87.86666666666666,22.733333333333334,102.9,83.26666666666667,3,80,61,24,59,70
Red 2 Session 2 (2022-02-18),Session 2,Red 2,2022-02-18,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,3.8666666666666663,219.83333333333334,126.13333333333333,10.533333333333333,91.03333333333335,32.099999999999994,4,51,52,14,40,29
Red 2 Session 2 (2022-02-20),Session 2,Red 2,2022-02-20,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,26.999999999999996,207.76666666666662,784.5000000000003,98.53333333333337,129.43333333333334,138.96666666666664,10,87,231,121,58,163
Red 2 Session 2 (2022-02-24),Session 2,Red 2,2022-02-24,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,34.86666666666666,309.86666666666673,524.9666666666668,31.799999999999994,197.10000000000005,56.4,11,75,141,33,101,53
Red 2 Session 2 (2022-02-26),Session 2,Red 2,2022-02-26,R2,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,19.23333333333333,233.49999999999994,316.9333333333334,54.03333333333333,104.00000000000001,51.39999999999999,8,63,105,47,53,53
Red 2 Session 2 (2022-03-20),Session 2,Red 2,2022-03-20,R1,Cohort 2,After ABA,Susceptible,No,,,,,,25.9,528.1333333333332,184.76666666666668,45.19999999999999,59.3,53.099999999999994,10,88,86,41,29,50
Red 2 Session 2 (2022-03-22),Session 2,Red 2,2022-03-22,R1,Cohort 2,After ABA,Susceptible,No,,,,,,0.0,54.400000000000006,67.7,19.53333333333333,15.399999999999999,16.76666666666667,0,11,30,20,12,20
Red 2 Session 2 (2022-03-24),Session 2,Red 2,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,58.19999999999999,861.6666666666666,394.9666666666666,80.96666666666667,62.73333333333334,107.06666666666666,34,131,148,66,35,91
Red 2 Session 2 (2022-03-26),Session 2,Red 2,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,13.466666666666667,266.3666666666667,252.6666666666667,96.16666666666669,52.46666666666667,94.86666666666666,10,103,166,97,38,113
Red 2 Session 3 (2021-08-16),Session 3,Red 2,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,,,1.7666666666666666,66.36666666666666,254.69999999999996,67.53333333333333,39.16666666666667,98.46666666666668,1,51,67,73,37,86
Red 2 Session 3 (2021-09-21),Session 3,Red 2,2021-09-21,PD,Cohort 2,Before ABA,Resistant,No,,,,Exclude,,4.033333333333334,198.8333333333333,153.66666666666674,53.86666666666667,34.099999999999994,90.60000000000002,4,53,68,51,28,73
Red 2 Session 3 (2021-09-26),Session 3,Red 2,2021-09-26,R1,Cohort 2,Before ABA,Resistant,No,,,,,,15.166666666666668,328.90000000000003,128.56666666666666,17.833333333333332,27.233333333333338,101.50000000000003,9,85,65,20,23,70
Red 2 Session 3 (2021-09-28),Session 3,Red 2,2021-09-28,R1,Cohort 2,Before ABA,Resistant,No,,,,,,10.833333333333334,297.33333333333337,106.8,14.6,28.499999999999996,73.23333333333335,7,85,48,16,24,61
Red 2 Session 3 (2021-11-04),Session 3,Red 2,2021-11-04,PD,Cohort 3,Before ABA,Resistant,No,,Exclude,,Exclude,,0.0,139.43333333333337,118.39999999999998,43.800000000000004,10.0,64.96666666666667,0,40,70,50,11,55
Red 2 Session 3 (2021-11-06),Session 3,Red 2,2021-11-06,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,0.0,118.9666666666667,65.06666666666666,20.233333333333334,29.766666666666666,35.766666666666666,0,41,31,19,22,37
Red 2 Session 3 (2021-11-08),Session 3,Red 2,2021-11-08,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,0.9333333333333333,432.6333333333333,43.93333333333333,18.5,57.766666666666666,39.93333333333333,1,58,31,14,35,31
Red 2 Session 3 (2022-02-18),Session 3,Red 2,2022-02-18,PD,Cohort 1,After ABA,Susceptible,Yes,,,,,,0.0,133.23333333333338,136.53333333333333,20.0,60.06666666666666,23.366666666666664,0,41,39,20,24,22
Red 2 Session 3 (2022-02-22),Session 3,Red 2,2022-02-22,PD,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,15.299999999999999,140.9333333333334,166.46666666666675,40.2,73.79999999999998,64.3,5,54,97,41,30,63
Red 2 Session 3 (2022-02-24),Session 3,Red 2,2022-02-24,R1,Cohort 1,After ABA,Susceptible,Yes,,,,,,41.53333333333333,256.5333333333333,476.20000000000016,72.86666666666663,146.06666666666658,74.59999999999997,13,66,151,70,76,85
Red 2 Session 3 (2022-02-26),Session 3,Red 2,2022-02-26,R2,Cohort 1,After ABA,Susceptible,Yes,,,,Exclude,,54.39999999999999,573.9,434.5333333333333,65.76666666666665,222.96666666666678,103.83333333333336,26,121,174,64,95,102
Red 2 Session 3 (2022-03-20),Session 3,Red 2,2022-03-20,R1,Cohort 2,After ABA,Susceptible,No,,,,,,2.9333333333333336,703.4666666666666,61.66666666666668,29.833333333333332,30.133333333333333,21.966666666666665,1,28,41,24,19,29
Red 2 Session 3 (2022-03-22),Session 3,Red 2,2022-03-22,R1,Cohort 2,After ABA,Susceptible,No,,,,,,6.6,651.3333333333334,180.1999999999999,30.96666666666667,41.46666666666667,55.13333333333334,6,81,71,32,23,48
Red 2 Session 3 (2022-03-24),Session 3,Red 2,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,48.6,595.3000000000002,570.2999999999998,134.29999999999998,82.13333333333333,165.66666666666663,25,189,271,131,38,149
Red 2 Session 4 (2021-08-16),Session 4,Red 2,2021-08-16,R1,Cohort 1,Before ABA,Susceptible,Yes,,,,Exclude,,2.3,189.1,256.49999999999994,70.6,33.333333333333336,98.36666666666665,2,71,82,64,33,80
Red 2 Session 4 (2021-09-26),Session 4,Red 2,2021-09-26,R1,Cohort 2,Before ABA,Resistant,No,,,,,,11.266666666666666,168.93333333333337,92.03333333333335,14.0,35.86666666666667,59.30000000000001,8,60,45,17,24,52
Red 2 Session 4 (2021-09-28),Session 4,Red 2,2021-09-28,R1,Cohort 2,Before ABA,Resistant,No,,,,,,36.36666666666666,639.7333333333332,370.9666666666667,14.166666666666668,76.26666666666667,69.70000000000002,12,121,98,16,38,53
Red 2 Session 4 (2021-11-04),Session 4,Red 2,2021-11-04,PD,Cohort 3,Before ABA,Resistant,No,,Exclude,,Exclude,,1.7333333333333334,131.76666666666665,113.43333333333337,42.20000000000001,8.333333333333334,67.33333333333334,2,44,66,57,13,65
Red 2 Session 4 (2021-11-06),Session 4,Red 2,2021-11-06,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,1.8,297.46666666666675,152.89999999999998,22.333333333333332,118.03333333333333,66.36666666666667,2,67,71,22,59,64
Red 2 Session 4 (2021-11-08),Session 4,Red 2,2021-11-08,R1,Cohort 3,Before ABA,Resistant,No,,Exclude,,,,2.3000000000000003,208.0,135.36666666666665,40.53333333333333,78.63333333333333,83.56666666666665,3,82,65,41,42,74
